4
6
0
3
33
4
5
3
2
5
6
31
1
2
8
3
1
3
13
7
6
3
0
8
3
6
3
29
5
3
2
4
3
2
5
5
6
1
3
8
29
5
2
32
3
11
2
5
6
10
6
2
7
7
2
5
4
8
1
5
3
3
